'Elapsed time','ECG'
9.676,0.169
9.678,0.169
9.679,0.162
9.681,0.162
9.682,0.177
9.683,0.177
9.685,0.162
9.686,0.169
9.688,0.185
9.689,0.177
9.690,0.185
9.692,0.185
9.693,0.192
9.694,0.192
9.696,0.192
9.697,0.192
9.699,0.192
9.700,0.192
9.701,0.208
9.703,0.208
9.704,0.208
9.706,0.200
9.707,0.208
9.708,0.215
9.710,0.208
9.711,0.215
9.713,0.208
9.714,0.200
9.715,0.200
9.717,0.208
9.718,0.208
9.719,0.215
9.721,0.208
9.722,0.215
9.724,0.215
9.725,0.208
9.726,0.208
9.728,0.215
9.729,0.223
9.731,0.215
9.732,0.215
9.733,0.215
9.735,0.223
9.736,0.208
9.738,0.215
9.739,0.215
9.740,0.200
9.742,0.200
9.743,0.200
9.744,0.192
9.746,0.200
9.747,0.200
9.749,0.200
9.750,0.192
9.751,0.208
9.753,0.208
9.754,0.200
9.756,0.192
9.757,0.208
9.758,0.215
9.760,0.223
9.761,0.231
9.762,0.231
9.764,0.223
9.765,0.223
9.767,0.223
9.768,0.215
9.769,0.215
9.771,0.223
9.772,0.208
9.774,0.208
9.775,0.215
9.776,0.208
9.778,0.215
9.779,0.215
9.781,0.215
9.782,0.215
9.783,0.215
9.785,0.215
9.786,0.223
9.787,0.231
9.789,0.231
9.790,0.223
9.792,0.223
9.793,0.223
9.794,0.208
9.796,0.215
9.797,0.215
9.799,0.208
9.800,0.215
9.801,0.200
9.803,0.208
9.804,0.208
9.806,0.215
9.807,0.231
9.808,0.231
9.810,0.231
9.811,0.231
9.812,0.246
9.814,0.254
9.815,0.246
9.817,0.246
9.818,0.246
9.819,0.246
9.821,0.246
9.822,0.238
9.824,0.231
9.825,0.231
9.826,0.215
9.828,0.231
9.829,0.231
9.831,0.215
9.832,0.223
9.833,0.215
9.835,0.215
9.836,0.215
9.838,0.215
9.839,0.215
9.840,0.208
9.842,0.215
9.843,0.215
9.844,0.223
9.846,0.215
9.847,0.223
9.849,0.215
9.850,0.215
9.851,0.215
9.853,0.223
9.854,0.215
9.856,0.215
9.857,0.231
9.858,0.231
9.860,0.231
9.861,0.246
9.863,0.254
9.864,0.269
9.865,0.277
9.867,0.292
9.868,0.308
9.869,0.315
9.871,0.338
9.872,0.331
9.874,0.331
9.875,0.338
9.876,0.338
9.878,0.346
9.879,0.362
9.881,0.346
9.882,0.331
9.883,0.308
9.885,0.292
9.886,0.269
9.887,0.246
9.889,0.223
9.890,0.192
9.892,0.177
9.893,0.138
9.894,0.100
9.896,0.069
9.897,0.023
9.899,-0.015
9.900,-0.054
9.901,-0.100
9.903,-0.162
9.904,-0.231
9.906,-0.292
9.907,-0.354
9.908,-0.415
9.910,-0.477
9.911,-0.508
9.912,-0.508
9.914,-0.477
9.915,-0.462
9.917,-0.454
9.918,-0.446
9.919,-0.431
9.921,-0.423
9.922,-0.400
9.924,-0.362
9.925,-0.338
9.926,-0.315
9.928,-0.285
9.929,-0.254
9.931,-0.238
9.932,-0.200
9.933,-0.146
9.935,-0.092
9.936,-0.038
9.938,0.008
9.939,0.031
9.940,0.077
9.942,0.115
9.943,0.131
9.944,0.131
9.946,0.131
9.947,0.154
9.949,0.162
9.950,0.169
9.951,0.177
9.953,0.192
9.954,0.200
9.956,0.208
9.957,0.215
9.958,0.215
9.960,0.223
9.961,0.231
9.963,0.238
9.964,0.231
9.965,0.238
9.967,0.238
9.968,0.246
9.969,0.238
9.971,0.238
9.972,0.238
9.974,0.238
9.975,0.238
9.976,0.246
9.978,0.238
9.979,0.246
9.981,0.246
9.982,0.254
9.983,0.254
9.985,0.246
9.986,0.246
9.988,0.246
9.989,0.238
9.990,0.238
9.992,0.246
9.993,0.246
9.994,0.254
9.996,0.262
9.997,0.262
9.999,0.262
